Id;Player1;Player2;Player3;Player4;Player5;Player6;Player7;Player8;Player9;Player10;Player11;Player12;Player13;Player14;Player15;Player16;Player17;Player18;Player19;Player20;Player21;Player22;Player23;Player24;Player25;Player26;Player27;Player28;Player29;Player30;Player31;Player32;Player33;Player34;Player35;Player36;Player37;Player38;Player39;Player40;Number1;Number2;Number3;Number4;Number5;Number6;Number7;Number8;Number9;Number10;Number11;Number12;Number13;Number14;Number15;Number16;Number17;Number18;Number19;Number20;Number21;Number22;Number23;Number24;Number25;Number26;Number27;Number28;Number29;Number30;Number31;Number32;Number33;Number34;Number35;Number36;Number37;Number38;Number39;Number40;Value1;Value2;Value3;Value4;Value5;Value6;Value7;Value8;Value9;Value10;Value11;Value12;Value13;Value14;Value15;Value16;Value17;Value18;Value19;Value20;Value21;Value22;Value23;Value24;Value25;Value26;Value27;Value28;Value29;Value30;Value31;Value32;Value33;Value34;Value35;Value36;Value37;Value38;Value39;Value40;TotalPlayers
17;182179;181506;46865;157943;109123;120771;120958;120929;138442;132065;170970;117459;120734;170416;170378;160250;181946;182039;156993;91167;151604;132067;140260;115079;126918;120500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;3;6;2;21;15;8;22;10;29;5;13;14;18;19;26;16;24;17;9;27;7;11;28;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
18;43415;57011;147596;109904;167749;129044;165875;45487;105043;161203;167750;43243;124018;162132;45504;124030;106409;45374;161202;114085;125723;167751;128528;45373;126780;40173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;23;2;27;15;28;3;18;29;21;17;4;30;11;13;6;8;31;9;19;7;14;20;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
19;117948;113662;60502;147706;117709;133002;143772;118167;102750;114029;123147;58594;143775;142353;144527;125382;47374;140540;128360;173867;132059;143435;40002;125740;142635;128310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1;12;14;5;4;2;15;3;25;19;18;24;8;26;6;10;21;17;13;20;11;9;23;16;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
20;95171;107934;107142;126110;111174;146600;118614;100219;101012;59997;135553;39730;116254;141538;101883;142110;177236;107541;116252;135076;159441;107821;168337;144757;126077;110768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;12;1;16;14;4;3;24;15;6;19;2;22;5;8;11;26;13;21;7;27;29;20;18;9;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
21;58633;169915;154096;133108;111061;110530;144429;130357;41124;140317;142121;117766;144436;116357;143418;123131;102526;112377;168887;142155;152103;142208;156976;34813;142078;116355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;13;2;21;15;3;25;4;22;16;20;6;10;26;5;9;24;8;19;17;18;23;7;14;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
22;161886;144804;154118;116649;134514;142175;142782;172104;146650;148151;145681;145804;123307;105021;173728;130319;128479;169929;130721;130317;112308;169930;91531;161193;90555;90847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;22;6;3;24;4;2;7;18;11;14;21;5;8;10;13;17;26;16;15;23;20;9;25;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
23;122013;143948;146346;125394;126696;161221;173875;123211;121193;104829;154141;104159;113289;132349;130236;112603;154140;43206;169574;154142;115137;107412;157094;144440;161222;110839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;16;6;21;23;19;4;3;13;2;20;5;8;22;10;25;14;15;26;17;7;24;11;18;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
24;113596;140170;125369;170666;133750;142080;108453;125039;144102;175348;113271;139727;164539;144437;61720;34098;141911;126120;118494;107479;104749;38439;169931;173744;125910;110303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;23;4;6;3;5;21;8;19;2;11;22;25;15;10;26;18;13;14;9;24;7;20;17;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
26;154138;135543;103949;141530;173868;125408;136765;136766;157175;123359;130201;116055;114702;169926;146333;46694;113792;118398;109447;140876;117396;146334;133206;169925;90880;63331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;12;1;3;5;24;15;4;11;22;2;18;6;26;14;21;10;17;8;13;20;23;19;25;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
27;143909;102580;102786;170210;118276;121596;173733;126485;116903;161151;167795;143186;116102;105015;102626;107329;146445;116101;130328;143915;143913;142944;117852;161153;167792;112395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13;12;4;15;25;3;27;28;14;26;24;7;8;18;6;2;11;22;9;20;16;30;5;29;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
28;127660;165734;111172;120310;152910;111052;110761;108225;128309;133242;135535;116235;59646;160181;91002;132587;141882;159940;45500;59657;137990;127662;116660;128022;91676;144997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;13;1;4;3;5;17;21;22;2;15;23;6;30;16;26;18;11;10;20;19;7;8;14;29;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
29;121088;123592;37225;126807;124270;125731;140228;137628;114088;130817;124077;133239;101097;139969;114303;142226;59548;123745;141578;164893;146990;140230;146224;126218;121006;172363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;12;1;3;13;22;14;4;2;20;11;18;10;16;5;15;24;6;8;19;21;7;26;25;17;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
30;128788;144743;133615;136098;128891;116375;152749;102654;113340;118347;106777;138582;114668;154937;42602;140862;118255;157486;107498;127322;106778;160556;116674;143405;91054;110431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;23;1;13;21;22;4;3;17;16;26;2;24;18;6;5;19;14;8;10;15;7;20;25;11;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
31;122128;138402;119524;141190;53438;90074;147525;138620;139770;123765;122066;125779;128285;91245;122040;131891;147101;126148;112062;127620;91478;128284;141127;122115;125781;116681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13;14;2;3;27;25;21;4;5;6;7;9;17;26;15;19;16;8;10;24;12;18;11;23;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
32;57133;167752;178927;140789;110645;172523;147961;163654;136683;113960;119889;146918;167412;147244;133100;141468;152952;174966;148970;133023;144836;114566;160642;167701;172445;123176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22;12;5;24;18;6;20;25;2;3;4;11;26;8;13;23;16;17;21;14;10;15;19;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
33;144888;178703;181421;90563;179369;142179;133085;90309;44352;126186;130400;130402;107713;116646;135587;147036;153903;116095;145619;170434;45926;130404;173759;177284;107406;174639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;22;1;3;4;6;24;5;2;12;20;21;17;14;25;15;13;18;8;23;7;9;10;19;11;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
34;90241;107227;123185;154108;178943;103170;90243;130381;112384;154106;90071;154109;90250;160195;144840;178944;107612;57123;115092;173753;125050;112387;95209;114499;142088;130391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1;16;26;6;24;15;13;25;3;4;14;17;29;5;19;7;10;21;20;9;11;2;28;22;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
35;138576;173776;118730;147022;159994;138164;181669;104682;125660;153110;118573;138699;114961;120452;120307;108709;110599;106410;106773;174554;132593;152691;127058;126895;165009;120455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;12;1;2;26;8;3;16;4;15;25;19;14;21;18;10;7;27;17;23;24;6;5;11;28;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
36;133435;138447;146456;175400;143295;181295;142396;133577;165849;146945;151832;153467;114605;161833;108402;167666;108966;112417;122333;116350;118281;102695;60908;174352;42246;157590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;23;1;24;4;21;25;17;27;3;19;14;18;28;8;15;22;6;20;11;9;12;7;2;10;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
37;102029;173647;107814;181372;146341;173650;123166;173648;167802;107966;148155;137874;123167;161219;44833;116393;173877;167804;102040;115078;167806;173651;59922;167805;129508;170456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;11;4;3;19;20;5;22;14;2;6;15;26;7;12;17;9;13;21;25;10;18;23;24;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
38;113999;113441;60911;159429;107977;144621;102757;127017;173644;142222;42575;116691;161267;140649;147463;130727;121332;165866;162988;142846;172045;140870;127189;143339;119477;109260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;23;2;4;21;3;12;14;10;5;26;8;17;6;11;7;13;25;24;15;22;20;18;9;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
39;152815;142619;144342;134867;142647;142662;142989;43612;108931;142714;153032;142524;117613;132824;142568;142564;123306;117835;134868;142665;142196;160498;112104;133551;142526;160336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25;18;2;3;24;12;13;5;22;23;8;14;15;16;4;17;11;6;21;7;20;10;26;9;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
40;118792;154598;34102;154600;147939;119084;118880;116117;147919;147898;118881;118750;118993;147815;130256;112335;144713;147783;119045;147926;118765;119019;57330;118994;147899;42715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;23;5;13;3;6;26;20;19;2;4;24;14;8;17;7;21;10;18;25;9;15;16;22;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
41;104999;153422;123314;117708;118068;101294;145651;116244;169933;169935;116248;44694;100534;162613;112446;108941;115118;101295;165126;134908;176868;170627;116247;162082;130745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;23;3;25;4;26;17;21;12;20;5;22;24;8;15;7;10;16;19;11;18;2;9;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25
42;143860;161235;39777;169946;126583;47655;169958;112434;142973;169957;119647;154102;39773;167787;145063;161233;157717;169944;154101;130483;44407;154104;159310;161234;146534;169952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;18;1;6;3;15;19;22;4;27;16;2;5;17;8;28;20;29;14;30;12;13;7;24;25;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
43;144998;146497;148161;130241;179142;165876;144999;145000;145002;154115;47702;160784;107762;146499;145573;130246;148098;130243;130242;46583;167267;117600;146500;140191;173673;161161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20;22;15;27;29;28;30;4;21;19;2;6;5;10;3;8;31;32;9;12;7;17;24;16;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
44;108893;47988;36703;119922;104612;135882;132388;107960;60424;120240;44857;135039;109947;141420;151432;103966;41581;45685;119907;151500;120068;123788;120119;123749;60876;104541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;12;1;3;23;2;13;26;17;21;4;6;15;5;22;8;10;20;7;9;16;18;11;14;24;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
45;46815;121259;129510;114593;160938;45993;117991;61214;43989;144049;46917;63607;117049;42669;143567;140200;119141;117047;132518;110644;159991;167167;127787;119531;135287;157472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23;12;14;3;4;24;17;25;16;6;13;5;18;2;15;8;7;19;11;10;26;9;22;20;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
46;129460;134946;44023;106339;117404;45788;135265;39798;59949;118523;138287;43387;159211;129462;110852;127712;42033;142886;46570;103602;135311;178159;173740;142435;128099;154333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;12;1;2;22;15;4;3;5;6;19;17;16;13;8;23;18;10;11;20;25;7;26;14;24;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
47;144592;130306;168469;61012;104635;159915;45670;108881;152663;105584;168502;172578;132034;59445;115533;160160;152646;169745;116611;136006;146209;151396;143687;136007;156830;114984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1;12;3;25;5;16;2;21;6;26;4;7;18;13;24;17;22;15;8;14;9;19;20;11;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
48;173008;65268;41180;118193;45756;61475;109805;61568;109791;182863;135144;48016;103038;161232;132481;181997;167414;143565;146512;132043;178096;103424;152622;108519;61164;105218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22;12;3;15;6;4;5;25;13;2;23;14;21;26;17;8;20;19;11;7;10;24;18;16;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
49;130927;102895;36727;132544;58839;116576;145746;109849;146559;132677;47920;132557;142410;147686;131722;113911;118353;61525;143071;153447;146371;140868;133301;145758;156969;102986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1;12;4;2;3;22;16;24;17;13;6;5;20;21;15;7;10;18;8;26;11;19;25;14;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
